Frame,Timestamp,Value
0,0.0022177,{"event": "Frame"}
0,0.0022177,{"event":"Wheel", "speed":0.16560677074157}
1,0.0518899,{"event": "Frame"}
1,0.0518899,{"event":"Wheel", "speed":0.16560677074157}
2,0.0674353,{"event": "Frame"}
2,0.0674353,{"event":"Wheel", "speed":0.524411797767697}
3,0.0840284,{"event": "Frame"}
3,0.0840284,{"event":"Wheel", "speed":0.360791510604691}
4,0.1007981,{"event": "Frame"}
4,0.1007981,{"event":"Wheel", "speed":0.719596537630817}
5,0.1175459,{"event": "Frame"}
5,0.1175459,{"event":"Wheel", "speed":0.555976250467811}
6,0.1343701,{"event": "Frame"}
6,0.1343701,{"event":"Wheel", "speed":0.914781277493938}
7,0.1512397,{"event": "Frame"}
7,0.1512397,{"event":"Wheel", "speed":0.109966017357058}
8,0.1681271,{"event": "Frame"}
8,0.1681271,{"event":"Wheel", "speed":0.468771044383185}
9,0.1849281,{"event": "Frame"}
9,0.1849281,{"event":"Wheel", "speed":0.468771044383185}
10,0.2017817,{"event": "Frame"}
10,0.2017817,{"event":"Wheel", "speed":0.663955784246305}
11,0.2185359,{"event": "Frame"}
11,0.2185359,{"event":"Wheel", "speed":0.0227608112724315}
12,0.2353679,{"event": "Frame"}
12,0.2353679,{"event":"Wheel", "speed":0.859140524109425}
13,0.2521908,{"event": "Frame"}
13,0.2521908,{"event":"Wheel", "speed":0.859140524109425}
14,0.2690172,{"event": "Frame"}
14,0.2690172,{"event":"Wheel", "speed":0.576750578161679}
15,0.2858793,{"event": "Frame"}
15,0.2858793,{"event":"Wheel", "speed":0.413130290998672}
16,0.3026906,{"event": "Frame"}
16,0.3026906,{"event":"Wheel", "speed":0.771935318024799}
17,0.3195676,{"event": "Frame"}
17,0.3195676,{"event":"Wheel", "speed":0.130740345050926}
18,0.3364116,{"event": "Frame"}
18,0.3364116,{"event":"Wheel", "speed":0.325925084914046}
19,0.3532341,{"event": "Frame"}
19,0.3532341,{"event":"Wheel", "speed":0.325925084914046}
20,0.3700864,{"event": "Frame"}
20,0.3700864,{"event":"Wheel", "speed":0.521109824777166}
21,0.3869002,{"event": "Frame"}
21,0.3869002,{"event":"Wheel", "speed":0.521109824777166}
22,0.4036849,{"event": "Frame"}
22,0.4036849,{"event":"Wheel", "speed":0.716294564640287}
23,0.4204596,{"event": "Frame"}
23,0.4204596,{"event":"Wheel", "speed":0.0750995916664133}
24,0.4372801,{"event": "Frame"}
24,0.4372801,{"event":"Wheel", "speed":0.0750995916664133}
25,0.4540822,{"event": "Frame"}
25,0.4540822,{"event":"Wheel", "speed":0.270284331529534}
26,0.4709222,{"event": "Frame"}
26,0.4709222,{"event":"Wheel", "speed":0.62908935855566}
27,0.4877522,{"event": "Frame"}
27,0.4877522,{"event":"Wheel", "speed":0.465469071392654}
28,0.504572,{"event": "Frame"}
28,0.504572,{"event":"Wheel", "speed":0.824274098418781}
29,0.5214137,{"event": "Frame"}
29,0.5214137,{"event":"Wheel", "speed":0.183079125444907}
30,0.5382192,{"event": "Frame"}
30,0.5382192,{"event":"Wheel", "speed":0.019458838281901}
31,0.5550137,{"event": "Frame"}
31,0.5550137,{"event":"Wheel", "speed":0.378263865308028}
32,0.5718152,{"event": "Frame"}
32,0.5718152,{"event":"Wheel", "speed":0.737068892334154}
33,0.5886297,{"event": "Frame"}
33,0.5886297,{"event":"Wheel", "speed":0.573448605171148}
34,0.6055087,{"event": "Frame"}
34,0.6055087,{"event":"Wheel", "speed":0.768633345034268}
35,0.6223622,{"event": "Frame"}
35,0.6223622,{"event":"Wheel", "speed":0.127438372060395}
36,0.6392685,{"event": "Frame"}
36,0.6392685,{"event":"Wheel", "speed":0.486243399086522}
37,0.6561246,{"event": "Frame"}
37,0.6561246,{"event":"Wheel", "speed":0.322623111923515}
38,0.6730089,{"event": "Frame"}
38,0.6730089,{"event":"Wheel", "speed":0.681428138949642}
39,0.6898715,{"event": "Frame"}
39,0.6898715,{"event":"Wheel", "speed":0.0402331659757687}
40,0.7067318,{"event": "Frame"}
40,0.7067318,{"event":"Wheel", "speed":0.876612878812762}
41,0.7235959,{"event": "Frame"}
41,0.7235959,{"event":"Wheel", "speed":0.235417905838889}
42,0.7404589,{"event": "Frame"}
42,0.7404589,{"event":"Wheel", "speed":0.0717976186758827}
43,0.7573515,{"event": "Frame"}
43,0.7573515,{"event":"Wheel", "speed":0.430602645702009}
44,0.774166,{"event": "Frame"}
44,0.774166,{"event":"Wheel", "speed":0.789407672728136}
45,0.7911213,{"event": "Frame"}
45,0.7911213,{"event":"Wheel", "speed":0.984592412591256}
46,0.8079771,{"event": "Frame"}
46,0.8079771,{"event":"Wheel", "speed":0.984592412591256}
47,0.8248304,{"event": "Frame"}
47,0.8248304,{"event":"Wheel", "speed":0.343397439617383}
